time,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8
1764582871.632,2.366403341293335,-0.28056275844573975,-0.18302662670612335,3.743079662322998,-0.20734098553657532,-0.20051419734954834,-1.4330130815505981,2.048121213912964
1764582871.636,1.4194728136062622,2.9365546703338623,3.3417887687683105,7.447970867156982,0.9456623196601868,1.6712862253189087,1.0716063976287842,0.1580822616815567
1764582871.640,5.792436599731445,6.623053550720215,5.0081281661987305,6.450145244598389,4.992276191711426,3.8137130737304688,-0.49465522170066833,-3.1158366203308105
1764582871.644,7.252608299255371,6.788104057312012,4.915861129760742,8.053718566894531,-5.638284683227539,-2.8704450130462646,4.10144567489624,0.28240928053855896
1764582871.648,8.230402946472168,7.141899585723877,8.66201400756836,9.496086120605469,-2.0288074016571045,0.49805396795272827,0.9758113622665405,-1.8967034816741943
1764582871.652,6.904664993286133,9.201055526733398,8.191324234008789,11.676948547363281,-2.351005792617798,-2.6708483695983887,4.0842671394348145,3.043276071548462
1764582871.656,10.056113243103027,7.723374843597412,9.646878242492676,13.717573165893555,2.5517706871032715,1.8351399898529053,-1.3382269144058228,0.7062870264053345
1764582871.660,13.396763801574707,6.128270149230957,9.782992362976074,9.384770393371582,2.9709978103637695,4.126412391662598,0.21028058230876923,-1.1120067834854126
1764582871.664,7.436583042144775,8.995134353637695,11.203388214111328,8.897574424743652,1.4297734498977661,-0.41577818989753723,-0.3593077063560486,1.283158779144287
1764582871.668,7.159267902374268,6.038631439208984,6.945014476776123,7.423181056976318,0.25731778144836426,1.6649982929229736,1.7070318460464478,-0.4075288474559784
1764582871.680,7.809934616088867,6.652750492095947,7.205405235290527,8.863594055175781,-1.2279452085494995,1.678005337715149,-0.18645744025707245,-0.39645811915397644
1764582871.684,6.347860813140869,4.127289772033691,4.261401653289795,6.472384452819824,1.1809666156768799,0.7054577469825745,5.167093276977539,-1.511587142944336
1764582871.688,5.367300510406494,1.2390347719192505,0.0759732574224472,3.9369096755981445,-2.741441011428833,2.1525776386260986,0.6355102062225342,-1.8933545351028442
1764582871.692,5.475260257720947,2.1357333660125732,2.9277820587158203,0.7243093252182007,1.0702412128448486,-2.5727972984313965,-0.9197915196418762,-4.061305522918701
1764582871.696,-0.8538370728492737,-2.702341079711914,-0.6478375792503357,-0.38987842202186584,-1.2561228275299072,-0.050322581082582474,-1.2489534616470337,-2.610034704208374
1764582871.700,-4.06117582321167,-1.6687532663345337,0.7291144132614136,-8.974361419677734,-2.479769229888916,-1.713624358177185,1.9187787771224976,1.977609395980835
1764582871.704,-8.97187328338623,-7.208958625793457,-7.337873935699463,-8.312093734741211,-0.648965060710907,-1.2873361110687256,-1.4304730892181396,-1.1743803024291992
1764582871.708,-7.687054634094238,-7.347291469573975,-6.8256001472473145,-5.697620868682861,-2.63653302192688,-0.5590773224830627,-4.309343338012695,2.7489116191864014
1764582871.712,-6.023619651794434,-8.579042434692383,-11.789331436157227,-10.353106498718262,3.7025978565216064,-0.21954014897346497,-2.7338578701019287,0.33075809478759766
1764582871.716,-10.644586563110352,-10.766936302185059,-9.917397499084473,-9.534137725830078,-0.9610670804977417,-0.7621038556098938,-4.080543518066406,0.8219574093818665
1764582871.726,-8.89457893371582,-8.94631290435791,-12.059774398803711,-8.72663402557373,3.202798366546631,0.4050539433956146,0.29101893305778503,2.5281338691711426
1764582871.730,-12.621996879577637,-11.745474815368652,-8.351277351379395,-7.049882411956787,-1.0924537181854248,2.7132651805877686,0.5336551666259766,-0.09387758374214172
1764582871.734,-10.116579055786133,-9.26388168334961,-10.83785343170166,-12.47872257232666,-0.3479129672050476,-0.35874688625335693,-0.8221427798271179,0.17649976909160614
1764582871.738,-7.355855464935303,-7.475799083709717,-9.58273983001709,-6.309797763824463,1.1541742086410522,-2.6830711364746094,-1.8450359106063843,0.7121601700782776
1764582871.742,-6.525058269500732,-7.119410514831543,-7.603358745574951,-5.840415000915527,-0.1607894003391266,1.3870198726654053,0.048960745334625244,0.8445984721183777
1764582871.746,-4.4764204025268555,-4.181138038635254,-7.167805194854736,-5.910888195037842,-0.5959077477455139,1.267510175704956,2.3920071125030518,0.43206876516342163
1764582871.750,-3.4188904762268066,-6.7824320793151855,-1.943697214126587,-2.195500373840332,-0.3264791667461395,0.5247389078140259,-0.46684563159942627,-0.2934238314628601
1764582871.754,0.9038850665092468,1.0190986394882202,-3.1307127475738525,1.598732352256775,2.2431318759918213,2.3853390216827393,-0.060819946229457855,0.9564158916473389
1764582871.758,3.004960775375366,6.6089558601379395,-1.2523685693740845,3.679306983947754,-1.5222547054290771,-0.5903671979904175,-0.7907693386077881,-0.5629994869232178
1764582871.762,8.132757186889648,4.312309741973877,3.032578229904175,0.5921044945716858,-0.14005796611309052,-0.34201759099960327,-1.3293662071228027,1.722491979598999
1764582871.773,7.064695358276367,4.351375579833984,4.44900369644165,6.194025039672852,-0.6530783176422119,-4.499144077301025,-1.7684717178344727,0.8543059825897217
1764582871.777,8.135249137878418,4.8079729080200195,9.905765533447266,8.00821590423584,1.7303935289382935,-2.2952051162719727,2.9484007358551025,-1.054079294204712
1764582871.781,6.928950786590576,8.606256484985352,5.914862155914307,9.206498146057129,0.8728781938552856,1.3621147871017456,-2.321214199066162,-1.8805204629898071
1764582871.785,12.141022682189941,8.761005401611328,8.628758430480957,10.197765350341797,-2.316748857498169,0.7934045791625977,1.2119864225387573,0.923859179019928
1764582871.789,8.315572738647461,13.616761207580566,12.692294120788574,6.533066749572754,1.7237147092819214,1.151178002357483,0.9180733561515808,-1.4794397354125977
1764582871.793,10.671584129333496,8.496933937072754,7.222082614898682,9.156204223632812,1.5064016580581665,-0.5394091606140137,2.2484960556030273,-0.4610863924026489
1764582871.797,8.76856517791748,8.999566078186035,7.197600364685059,6.992321014404297,0.3425678312778473,-2.2348484992980957,-0.28738903999328613,-0.03548174351453781
1764582871.801,11.840667724609375,9.10041332244873,9.218162536621094,5.995264053344727,-2.5928077697753906,-0.32774484157562256,0.17002752423286438,1.0491888523101807
1764582871.805,8.46028995513916,4.4358415603637695,5.393694877624512,3.044712781906128,4.450832843780518,1.5277156829833984,-0.3733607530593872,3.898042917251587
1764582871.809,3.476001024246216,4.106553554534912,1.7038440704345703,5.572977066040039,-1.6029510498046875,-1.2685843706130981,-2.7250003814697266,-0.9158422350883484
1764582871.820,0.48054707050323486,5.99135684967041,6.425706386566162,1.4919747114181519,2.2199885845184326,0.007296563126146793,-3.1565933227539062,-0.14693625271320343
1764582871.824,2.886061906814575,-1.0550426244735718,1.9691013097763062,2.319676399230957,-0.2171558141708374,-2.3573195934295654,0.5645352602005005,0.28813400864601135
1764582871.828,0.5994333028793335,-0.2453421950340271,-1.225297212600708,-0.5642682313919067,-0.08804246783256531,-0.06596723943948746,2.57572603225708,-1.319006323814392
